"original_story","reordered_story"
"Joe was sweeping the floors of his home | He found some quarters on the ground | Afterwards, he went to the store | He bought a lottery ticket with the quarters | Joe won $10 from winning the lottery","31245"
"Kevin was supposed to take out the trash | He didn't listen to his parents | His parents then told him he was grounded | That meant losing game privileges | Kevin just rolled his eyes","12345"
"Abbey was dating a guy named Justin | The two were together for a few years | Abbey found Justin doing disgusting things on the computer | She decided to break up with him over it | Abbey is glad she dumped him and never looked back","31542"
"Jeff was in shock | He couldn't believe the words his doctor uttered | Jeff was told he had cancer | Jeff was determined to beat this sickness | Jeff lost his battle nearly a year after his diagnosis","24513"
"Miranda went kayaking | She had so much fun | She did get mad though | She thought it was too expensive | Miranda did not really want to go back","21345"
"James lived in a very dark and old house | The house had a huge history and it meant a lot to James | One day there was a big storm and the house began shaking | After the storm, the house collapsed on itself | James was forced to call the police for help","54123"
"Chloe was never a heavy drinker | She had a few too many at the bar one night | She decided to drive home | Chloe hit a parked car a few blocks from her house | She never drank again","43152"
"Bill was about to again step on stage at the underground club | He always plays the saxophone here, but today is father is here | Bill's father is a very talented but retired and judging saxophonist | Bill nervously steps up and plays his first song | Bill's father nods his approval and Bill plays many more songs","15234"
"I went to Frozen Fenway in 2010 | My daughter and son-in-law went with me | BC played against BU | I was excited, as BU won the game | I went to BU while my daughter and her husband went to BC","12345"
"Stephen loved to read books | Stephen went to the bookstore | He was looking for a science-fiction book | Stephen didn't find one that he liked | Stephen left the store","51243"
"Tony had just finished visiting the doctor's office | He had to receive a vaccination in his leg while he was there | A few hours later at home he noticed a lot of pain in his leg | He looked and saw the leg bright red so he went to the hospital | He was lucky because his reaction could have been more damaging","21354"
