"original_story","reordered_story"
"Becky was very hungry | Cindy started cooking supper | The kitchen was filled with the tantalizing smell of cheeseburgers | It was finally time to eat | Becky was relieved that her stomach was no longer making noises","45132"
"Carlos bed was very old | He needed a new one | So Carlos threw out his old one | Carlos drove to the store and looked for a new bed | Carlos found the best bed and bought it","12345"
"Sam got balloons for his birthday | He forgot to tie them down right | When he went outside with them a strong gust hit | The wind snatched the balloons and floated them away | Sam apologized for it","12453"
"Josh was bored | It had been raining for almost two days straight | He really wanted to go outside | So, he put on his rainy boots and rainy coat and went outside | Josh decided to jump in the puddles, he had a lot of fun!","25341"
"Amanda had just moved to her new city recently | Unfortunately she had moved very quickly and didn't have much | All of her stuff was in storage especially her kitchenware | She decided to check out the thrift store nearby | Amanda ended up finding many useful kitchenware items","14352"
"Jim was riding in his boat | He saw dark clouds start to roll in overhead | Jim began to make his way to the dock | He docked his boat and put it on his trailer | It began to ran as Jim left","12345"
"My wife and I spent were depressed with the state of our house | We began to clean it up | We gathered all the junk in garbage bags | I put the bags in our trash can | My wife cleaned the area where the junk was","12345"
"Justine bought a very old house | She noticed the yard was always wet | One day, she decided to build a new house next to the old one | Unfortunately, the ground was too wet | The foundation could not be set","21345"
"Kat kept a diary | She wrote her secret thoughts | She hid her diary away under her bed | Kat's brother read her diary | Kat got very angry at her brother","15234"
"Thomas had a tree in his yard that needed to be chopped down | The tree had grown tall and stretched over his house | Thomas was afraid that a branch would break and damage his roof | He took an ax from his garage and chopped down the tree | Now Thomas would not have to worry about the tree falling on his roof","23514"
"Every year we all put of the tree | Sing songs about Christmas | Even when we don't get along we come together | This year I knew was going to be different | My father wouldn't be here this Christmas","21534"
"Hannah had been saving up a lot of money | She really wanted to buy her own video game | She asked her mom to take her to the store | Unfortunately, the game that she wanted was a bit too expensive | Then, her mom offered to pay the extra amount","14235"
"Susie thought she was going to get an award at her school | She was waiting patiently for it | But the end of ceremony came | Susie still waited | They never called her name","51324"
